family,epochs,data_fraction,seed,param.factors,param.regularisation,param.alpha,train_cpu_seconds,train_wall_seconds,val_ndcg_at_10,val_recall_at_10,param.latent,param.hidden,param.dropout
multvae,20,0.5,0,,,,0.59375,0.5910434999968857,0.1734852506759938,0.34075723830734966,64.0,600.0,0.0
multvae,20,0.5,1,,,,0.5625,0.5663238000015554,0.1673058841332293,0.3429844097995546,64.0,600.0,0.0
multvae,10,1.0,0,,,,0.296875,0.2914338999980828,0.16047802978684142,0.3429844097995546,64.0,600.0,0.0
multvae,10,1.0,1,,,,0.28125,0.2799861999992572,0.15516953723837767,0.32962138084632514,64.0,600.0,0.0
multvae,20,1.0,0,,,,0.546875,0.5702233000010892,0.16898612986748088,0.3518930957683742,64.0,600.0,0.0
multvae,20,1.0,1,,,,0.625,0.6244888000001083,0.16827187282382966,0.3429844097995546,64.0,600.0,0.0
multvae,10,0.25,0,,,,0.3125,0.30056799999874784,0.10621437059201017,0.2383073496659243,64.0,600.0,0.5
multvae,10,0.25,1,,,,0.296875,0.29569070000070496,0.10650114740861343,0.23385300668151449,64.0,600.0,0.5
multvae,20,0.25,0,,,,0.6875,0.6891913999970711,0.10700933996631269,0.20935412026726058,64.0,600.0,0.5
multvae,20,0.25,1,,,,0.765625,0.7690447999993921,0.12245524640248195,0.26057906458797325,64.0,600.0,0.5
multvae,10,0.5,0,,,,0.3125,0.3181890000014391,0.1230137992954539,0.26057906458797325,64.0,600.0,0.5
multvae,10,0.5,1,,,,0.296875,0.289925699999003,0.1212819619683563,0.2650334075723831,64.0,600.0,0.5
multvae,20,0.5,0,,,,0.578125,0.5823016999966057,0.17073712999807852,0.3429844097995546,64.0,600.0,0.5
multvae,20,0.5,1,,,,0.5625,0.5728820000003907,0.1749013556912611,0.36302895322939865,64.0,600.0,0.5
multvae,10,1.0,0,,,,0.296875,0.288154999998369,0.14198508368857268,0.29398663697104677,64.0,600.0,0.5
multvae,10,1.0,1,,,,0.28125,0.28969340000185184,0.13583942172360688,0.289532293986637,64.0,600.0,0.5
multvae,20,1.0,0,,,,0.578125,0.5776240999985021,0.17074444318260634,0.3674832962138085,64.0,600.0,0.5
multvae,20,1.0,1,,,,0.640625,0.6440054000013333,0.16937578190552313,0.3674832962138085,64.0,600.0,0.5
multvae,10,0.25,0,,,,0.234375,0.2304337999994459,0.10307662593122072,0.20935412026726058,128.0,200.0,0.0
multvae,10,0.25,1,,,,0.234375,0.244774700000562,0.08932169063386408,0.21603563474387527,128.0,200.0,0.0
multvae,20,0.25,0,,,,0.4375,0.4565669000003254,0.11033275113306787,0.23385300668151449,128.0,200.0,0.0
multvae,20,0.25,1,,,,0.421875,0.4231352999995579,0.09789682726471577,0.22717149220489977,128.0,200.0,0.0
multvae,10,0.5,0,,,,0.21875,0.22866560000329628,0.11072263676882499,0.23608017817371937,128.0,200.0,0.0
multvae,10,0.5,1,,,,0.203125,0.2072026999994705,0.09572317109934331,0.21603563474387527,128.0,200.0,0.0
multvae,20,0.5,0,,,,0.390625,0.38276179999957094,0.13019096877796854,0.2650334075723831,128.0,200.0,0.0
multvae,20,0.5,1,,,,0.4375,0.44147919999886653,0.13613187556773348,0.28507795100222716,128.0,200.0,0.0
multvae,10,1.0,0,,,,0.21875,0.20834560000002966,0.09753715374412145,0.18930957683741648,128.0,200.0,0.0
multvae,10,1.0,1,,,,0.203125,0.19505890000073123,0.09088382578085305,0.18485523385300667,128.0,200.0,0.0
multvae,20,1.0,0,,,,0.390625,0.3830228000006173,0.16693424103864424,0.35634743875278396,128.0,200.0,0.0
multvae,20,1.0,1,,,,0.375,0.3770665000010922,0.15782529540594806,0.3429844097995546,128.0,200.0,0.0
multvae,10,0.25,0,,,,0.203125,0.20174279999991995,0.09462153222571121,0.19821826280623608,128.0,200.0,0.5
multvae,10,0.25,1,,,,0.203125,0.20880019999822252,0.0961431485136983,0.22271714922049,128.0,200.0,0.5
multvae,20,0.25,0,,,,0.390625,0.39299079999909736,0.09952180224443914,0.20935412026726058,128.0,200.0,0.5
multvae,20,0.25,1,,,,0.40625,0.41051010000228416,0.09671722886398648,0.22939866369710468,128.0,200.0,0.5
multvae,10,0.5,0,,,,0.203125,0.2002007999981288,0.10101774208226158,0.21380846325167038,128.0,200.0,0.5
multvae,10,0.5,1,,,,0.203125,0.20193750000180444,0.09760942731756475,0.22271714922049,128.0,200.0,0.5
multvae,20,0.5,0,,,,0.40625,0.4108611999981804,0.11562646080131805,0.24498886414253898,128.0,200.0,0.5
multvae,20,0.5,1,,,,0.40625,0.40018290000080015,0.11259432575918103,0.2583518930957684,128.0,200.0,0.5
multvae,10,1.0,0,,,,0.234375,0.27610249999997905,0.0949121977983004,0.1915367483296214,128.0,200.0,0.5
multvae,10,1.0,1,,,,0.21875,0.21671499999865773,0.08653420686956496,0.18485523385300667,128.0,200.0,0.5
multvae,20,1.0,0,,,,0.40625,0.3986045000019658,0.15182046296474783,0.31625835189309576,128.0,200.0,0.5
multvae,20,1.0,1,,,,0.390625,0.3901079999996,0.14586087944411597,0.2962138084632517,128.0,200.0,0.5
multvae,10,0.25,0,,,,0.359375,0.35240300000077696,0.11142809482064588,0.22048997772828507,128.0,600.0,0.0
multvae,10,0.25,1,,,,0.34375,0.3478428999987955,0.09864831851901326,0.20489977728285078,128.0,600.0,0.0
multvae,20,0.25,0,,,,0.6875,0.683479500003159,0.10170043343747963,0.2071269487750557,128.0,600.0,0.0
multvae,20,0.25,1,,,,0.671875,0.6765413999964949,0.10979017795806383,0.21158129175946547,128.0,600.0,0.0
multvae,10,0.5,0,,,,0.34375,0.34421519999887096,0.1457163528215963,0.29175946547884185,128.0,600.0,0.0
multvae,10,0.5,1,,,,0.328125,0.3370470999980171,0.1381652850027066,0.26948775055679286,128.0,600.0,0.0
multvae,20,0.5,0,,,,0.796875,0.7958035000010568,0.17519404631921737,0.36080178173719374,128.0,600.0,0.0
multvae,20,0.5,1,,,,0.96875,0.9615405000004102,0.1815519114627229,0.36080178173719374,128.0,600.0,0.0
multvae,10,1.0,0,,,,0.390625,0.3905159000023559,0.1635181333505536,0.36525612472160357,128.0,600.0,0.0
multvae,10,1.0,1,,,,0.4375,0.43719620000047144,0.1622165524616158,0.34966592427616927,128.0,600.0,0.0
multvae,20,1.0,0,,,,0.890625,0.8828862000009394,0.16527210182771598,0.34521158129175944,128.0,600.0,0.0
multvae,20,1.0,1,,,,0.953125,0.9901029000029666,0.17799623583620605,0.3674832962138085,128.0,600.0,0.0
multvae,10,0.25,0,,,,0.46875,0.4768538999996963,0.09935330095173527,0.2182628062360802,128.0,600.0,0.5
multvae,10,0.25,1,,,,0.421875,0.4141939999972237,0.09816330927984708,0.20935412026726058,128.0,600.0,0.5
multvae,20,0.25,0,,,,0.9375,0.937552899998991,0.10391044805843001,0.21158129175946547,128.0,600.0,0.5
multvae,20,0.25,1,,,,0.703125,0.7193342999999004,0.1165796073832939,0.24276169265033407,128.0,600.0,0.5
multvae,10,0.5,0,,,,0.34375,0.3509453000006033,0.11250250437490768,0.22939866369710468,128.0,600.0,0.5
multvae,10,0.5,1,,,,0.359375,0.35488790000090376,0.10889651237193021,0.23162583518930957,128.0,600.0,0.5
multvae,20,0.5,0,,,,0.6875,0.690659500000038,0.16775756435742148,0.3518930957683742,128.0,600.0,0.5
multvae,20,0.5,1,,,,0.6875,0.6934707000000344,0.18199956565127123,0.36971046770601335,128.0,600.0,0.5
multvae,10,1.0,0,,,,0.375,0.36419699999896693,0.14863926474453784,0.3051224944320713,128.0,600.0,0.5
multvae,10,1.0,1,,,,0.34375,0.35231710000152816,0.13784358789728948,0.28507795100222716,128.0,600.0,0.5
multvae,20,1.0,0,,,,0.6875,0.6990920999996888,0.17300675365170098,0.37193763919821826,128.0,600.0,0.5
multvae,20,1.0,1,,,,0.75,0.7979309000002104,0.17798070152124953,0.38752783964365256,128.0,600.0,0.5
