family,epochs,data_fraction,seed,param.factors,param.regularisation,param.alpha,train_cpu_seconds,train_wall_seconds,val_ndcg_at_10,val_recall_at_10,param.latent,param.hidden,param.dropout
als,30,0.25,0,32.0,0.01,10.0,0.890625,0.8907098000017868,0.09359564565725063,0.17371937639198218,,,
als,30,0.25,1,32.0,0.01,10.0,0.84375,0.8411435999987589,0.08990936919335858,0.1714922048997773,,,
als,5,0.5,0,32.0,0.01,10.0,0.140625,0.13089279999985592,0.09261673176863086,0.19376391982182628,,,
als,5,0.5,1,32.0,0.01,10.0,0.140625,0.13235030000214465,0.0973619950915387,0.1870824053452116,,,
als,15,0.5,0,32.0,0.01,10.0,0.421875,0.4149747000010393,0.10382857177962825,0.19821826280623608,,,
als,15,0.5,1,32.0,0.01,10.0,0.390625,0.3878958000022976,0.10880697672777183,0.20489977728285078,,,
als,30,0.5,0,32.0,0.01,10.0,0.78125,0.7932655999975395,0.10699287685032517,0.20044543429844097,,,
als,30,0.5,1,32.0,0.01,10.0,0.734375,0.7273372000017844,0.10711056724960953,0.21603563474387527,,,
als,5,1.0,0,32.0,0.01,10.0,0.109375,0.11717139999745996,0.1264127731062734,0.23385300668151449,,,
als,5,1.0,1,32.0,0.01,10.0,0.125,0.1301411000022199,0.1112650078349768,0.2026726057906459,,,
als,15,1.0,0,32.0,0.01,10.0,0.359375,0.356517399999575,0.1374675939051231,0.23608017817371937,,,
als,15,1.0,1,32.0,0.01,10.0,0.359375,0.34920030000284896,0.1314391419296973,0.23608017817371937,,,
als,30,1.0,0,32.0,0.01,10.0,0.6875,0.7007892999972682,0.1327718633790385,0.2383073496659243,,,
als,30,1.0,1,32.0,0.01,10.0,0.703125,0.7054222000006121,0.13301454888604303,0.22717149220489977,,,
als,5,0.25,0,32.0,0.01,40.0,0.109375,0.10972029999902588,0.059747575307969585,0.13140311804008908,,,
als,5,0.25,1,32.0,0.01,40.0,0.09375,0.11038170000028913,0.06377749224914275,0.133630289532294,,,
als,15,0.25,0,32.0,0.01,40.0,0.328125,0.3320124999991094,0.08303215015664106,0.1603563474387528,,,
als,15,0.25,1,32.0,0.01,40.0,0.34375,0.33567910000056145,0.0823162628353778,0.17371937639198218,,,
als,30,0.25,0,32.0,0.01,40.0,0.78125,0.7867321999983687,0.09301127087991087,0.1759465478841871,,,
als,30,0.25,1,32.0,0.01,40.0,0.671875,0.69063129999995,0.09136814062630945,0.17817371937639198,,,
als,5,0.5,0,32.0,0.01,40.0,0.125,0.1307885999995051,0.0878955316361626,0.18485523385300667,,,
als,5,0.5,1,32.0,0.01,40.0,0.125,0.1135482999998203,0.08636648922099925,0.16926503340757237,,,
als,15,0.5,0,32.0,0.01,40.0,0.34375,0.33944399999745656,0.09474896771746907,0.1870824053452116,,,
als,15,0.5,1,32.0,0.01,40.0,0.34375,0.34520989999873564,0.10875652234663982,0.19821826280623608,,,
als,30,0.5,0,32.0,0.01,40.0,0.703125,0.701589200001763,0.10482880325782204,0.2026726057906459,,,
als,30,0.5,1,32.0,0.01,40.0,0.71875,0.7279530000014347,0.10278206905736995,0.19821826280623608,,,
als,5,1.0,0,32.0,0.01,40.0,0.125,0.11880139999993844,0.11201818208109895,0.21603563474387527,,,
als,5,1.0,1,32.0,0.01,40.0,0.125,0.13044390000140993,0.09997808722372455,0.2026726057906459,,,
als,15,1.0,0,32.0,0.01,40.0,0.40625,0.4058611000000383,0.12373101673010266,0.22494432071269488,,,
als,15,1.0,1,32.0,0.01,40.0,0.40625,0.4058048000006238,0.12046150550080084,0.2182628062360802,,,
als,30,1.0,0,32.0,0.01,40.0,0.828125,0.822552400000859,0.12834020058003512,0.22939866369710468,,,
als,30,1.0,1,32.0,0.01,40.0,0.84375,0.8554256999996142,0.13008666908196845,0.22717149220489977,,,
als,5,0.25,0,32.0,0.1,1.0,0.140625,0.1326307999988785,0.07018498750665532,0.1447661469933185,,,
als,5,0.25,1,32.0,0.1,1.0,0.140625,0.13614679999955115,0.07409654105310866,0.1492204899777283,,,
als,15,0.25,0,32.0,0.1,1.0,0.375,0.38172949999716366,0.0930166531147249,0.1759465478841871,,,
als,15,0.25,1,32.0,0.1,1.0,0.390625,0.38664970000172616,0.09418661441124154,0.16703786191536749,,,
als,30,0.25,0,32.0,0.1,1.0,0.765625,0.7733526999982132,0.09244243329492152,0.16926503340757237,,,
als,30,0.25,1,32.0,0.1,1.0,0.796875,0.8097082000022056,0.08822399494632187,0.16258351893095768,,,
als,5,0.5,0,32.0,0.1,1.0,0.140625,0.1254006000017398,0.11426388964523221,0.21380846325167038,,,
als,5,0.5,1,32.0,0.1,1.0,0.109375,0.11428159999923082,0.09764790125804429,0.19376391982182628,,,
als,15,0.5,0,32.0,0.1,1.0,0.34375,0.3452729000018735,0.10724679424175629,0.19599109131403117,,,
als,15,0.5,1,32.0,0.1,1.0,0.328125,0.33585060000041267,0.10359746253883086,0.19599109131403117,,,
als,30,0.5,0,32.0,0.1,1.0,0.6875,0.6902644000001601,0.11557647033470314,0.2071269487750557,,,
als,30,0.5,1,32.0,0.1,1.0,0.703125,0.7211486000014702,0.11634018406549276,0.22048997772828507,,,
als,5,1.0,0,32.0,0.1,1.0,0.125,0.11485080000056769,0.13558554051269123,0.24498886414253898,,,
als,5,1.0,1,32.0,0.1,1.0,0.125,0.11605240000062622,0.12324061706091854,0.2182628062360802,,,
als,15,1.0,0,32.0,0.1,1.0,0.359375,0.3593060000021069,0.1309780192382809,0.23385300668151449,,,
als,15,1.0,1,32.0,0.1,1.0,0.34375,0.3476260999996157,0.1337633852627238,0.22939866369710468,,,
als,30,1.0,0,32.0,0.1,1.0,0.71875,0.7299278999998933,0.1287660244711006,0.22939866369710468,,,
als,30,1.0,1,32.0,0.1,1.0,0.734375,0.7265713000015239,0.13045002423805618,0.22717149220489977,,,
als,5,0.25,0,32.0,0.1,10.0,0.109375,0.11360879999847384,0.07446280783983429,0.1603563474387528,,,
als,5,0.25,1,32.0,0.1,10.0,0.109375,0.10900089999995544,0.07641095068723382,0.15367483296213807,,,
als,15,0.25,0,32.0,0.1,10.0,0.34375,0.3413328000024194,0.0866878208720734,0.16703786191536749,,,
als,15,0.25,1,32.0,0.1,10.0,0.34375,0.35094519999984186,0.08806955550408752,0.18485523385300667,,,
als,30,0.25,0,32.0,0.1,10.0,0.65625,0.6518040999981167,0.09360329281855545,0.17371937639198218,,,
als,30,0.25,1,32.0,0.1,10.0,0.65625,0.6677461999970546,0.09244138367995754,0.18262806236080179,,,
als,5,0.5,0,32.0,0.1,10.0,0.125,0.11556150000251364,0.09514402553855897,0.1870824053452116,,,
als,5,0.5,1,32.0,0.1,10.0,0.109375,0.11593490000086604,0.10228011136651582,0.19376391982182628,,,
als,15,0.5,0,32.0,0.1,10.0,0.34375,0.3482566000020597,0.10274473214651636,0.20044543429844097,,,
als,15,0.5,1,32.0,0.1,10.0,0.34375,0.3503286000013759,0.1103362787262569,0.2071269487750557,,,
als,30,0.5,0,32.0,0.1,10.0,0.6875,0.6845474999972794,0.10728154891048543,0.2026726057906459,,,
als,30,0.5,1,32.0,0.1,10.0,0.671875,0.6791678000008687,0.1051285267628881,0.2071269487750557,,,
als,5,1.0,0,32.0,0.1,10.0,0.125,0.1258653000004415,0.13009329685312843,0.24498886414253898,,,
als,5,1.0,1,32.0,0.1,10.0,0.125,0.11914059999980964,0.1149159234389407,0.20489977728285078,,,
als,15,1.0,0,32.0,0.1,10.0,0.34375,0.348551300001418,0.13745496859079215,0.2383073496659243,,,
als,15,1.0,1,32.0,0.1,10.0,0.359375,0.3541245999986131,0.1356457256819439,0.23608017817371937,,,
als,30,1.0,0,32.0,0.1,10.0,0.71875,0.7188827000027231,0.13492064298755557,0.24276169265033407,,,
als,30,1.0,1,32.0,0.1,10.0,0.875,0.8791672999977891,0.13305501206279857,0.22939866369710468,,,
als,5,0.25,0,32.0,0.1,40.0,0.125,0.13030000000071595,0.060535611986553405,0.13140311804008908,,,
als,5,0.25,1,32.0,0.1,40.0,0.140625,0.1294125000022177,0.058556828376833195,0.12472160356347439,,,
als,15,0.25,0,32.0,0.1,40.0,0.421875,0.4217140000000654,0.081811808666856,0.16926503340757237,,,
als,15,0.25,1,32.0,0.1,40.0,0.34375,0.34321429999909014,0.08453536694056629,0.18262806236080179,,,
als,30,0.25,0,32.0,0.1,40.0,0.6875,0.6939394000000902,0.09273881140447707,0.17371937639198218,,,
als,30,0.25,1,32.0,0.1,40.0,0.875,0.9219589999993332,0.09667090728935729,0.18930957683741648,,,
als,5,0.5,0,32.0,0.1,40.0,0.125,0.13978649999990012,0.08578162463340212,0.18485523385300667,,,
als,5,0.5,1,32.0,0.1,40.0,0.15625,0.14720909999959986,0.08845326618490759,0.17371937639198218,,,
als,15,0.5,0,32.0,0.1,40.0,0.421875,0.412260500001139,0.09024341556647886,0.18485523385300667,,,
als,15,0.5,1,32.0,0.1,40.0,0.5625,0.5654944999987492,0.10728394432685222,0.1915367483296214,,,
als,30,0.5,0,32.0,0.1,40.0,0.921875,0.9325596000016958,0.10222607398888872,0.19376391982182628,,,
als,30,0.5,1,32.0,0.1,40.0,0.796875,0.8005000999983167,0.10428253123021712,0.19599109131403117,,,
als,5,1.0,0,32.0,0.1,40.0,0.140625,0.13651580000077956,0.11069136293964173,0.22494432071269488,,,
als,5,1.0,1,32.0,0.1,40.0,0.125,0.13371560000086902,0.09511728272656292,0.1915367483296214,,,
als,15,1.0,0,32.0,0.1,40.0,0.421875,0.40822640000260435,0.12578428983900367,0.23162583518930957,,,
als,15,1.0,1,32.0,0.1,40.0,0.421875,0.4175816999995732,0.12682018002664366,0.22939866369710468,,,
als,30,1.0,0,32.0,0.1,40.0,0.828125,0.8300022000003082,0.13292107351265645,0.24498886414253898,,,
als,30,1.0,1,32.0,0.1,40.0,0.8125,0.8123180999973556,0.1306026864750003,0.22939866369710468,,,
als,5,0.25,0,64.0,0.001,1.0,0.234375,0.23487759999989066,0.0405555402077346,0.0801781737193764,,,
als,5,0.25,1,64.0,0.001,1.0,0.234375,0.23869790000026114,0.049363808275594626,0.1091314031180401,,,
als,15,0.25,0,64.0,0.001,1.0,0.71875,0.7203337999999349,0.04353172839840991,0.08685968819599109,,,
als,15,0.25,1,64.0,0.001,1.0,0.71875,0.7199293999983638,0.04895813618884053,0.09799554565701558,,,
als,30,0.25,0,64.0,0.001,1.0,1.484375,1.491130800000974,0.04525149286894607,0.09131403118040089,,,
als,30,0.25,1,64.0,0.001,1.0,1.5,1.4896807999975863,0.04650040411868707,0.0935412026726058,,,
als,5,0.5,0,64.0,0.001,1.0,0.234375,0.2342493000032846,0.0565530169596229,0.11804008908685969,,,
als,5,0.5,1,64.0,0.001,1.0,0.234375,0.23074610000185203,0.043391737811038625,0.09131403118040089,,,
als,15,0.5,0,64.0,0.001,1.0,0.765625,0.7824682999998913,0.05425280132109185,0.11804008908685969,,,
als,15,0.5,1,64.0,0.001,1.0,0.890625,0.9677701000000525,0.048182808845232725,0.10022271714922049,,,
als,30,0.5,0,64.0,0.001,1.0,1.6875,1.7119652000001224,0.05556511574560417,0.12694877505567928,,,
als,30,0.5,1,64.0,0.001,1.0,1.71875,1.7988621999975294,0.049943393618377185,0.10467706013363029,,,
als,5,1.0,0,64.0,0.001,1.0,0.28125,0.2717838999997184,0.07192292834476531,0.15367483296213807,,,
als,5,1.0,1,64.0,0.001,1.0,0.265625,0.2589244000009785,0.0737817500591706,0.1447661469933185,,,
als,15,1.0,0,64.0,0.001,1.0,0.78125,0.7941168999968795,0.06760450247958688,0.14253897550111358,,,
als,15,1.0,1,64.0,0.001,1.0,0.84375,0.840852299999824,0.07448710480060625,0.1492204899777283,,,
als,30,1.0,0,64.0,0.001,1.0,1.46875,1.4636998000023596,0.07057324367192035,0.1492204899777283,,,
als,30,1.0,1,64.0,0.001,1.0,1.421875,1.4468001000022923,0.06925552089009106,0.1403118040089087,,,
als,5,0.25,0,64.0,0.001,10.0,0.25,0.24931740000101854,0.052827625586160096,0.10690423162583519,,,
als,5,0.25,1,64.0,0.001,10.0,0.25,0.2523758999996062,0.050298836194241976,0.0957683741648107,,,
als,15,0.25,0,64.0,0.001,10.0,0.734375,0.7370612000013352,0.06122632002598246,0.11358574610244988,,,
als,15,0.25,1,64.0,0.001,10.0,0.71875,0.7170250000017404,0.06183148829028988,0.11581291759465479,,,
als,30,0.25,0,64.0,0.001,10.0,1.46875,1.4753858000003675,0.06384541869374867,0.12026726057906459,,,
als,30,0.25,1,64.0,0.001,10.0,1.484375,1.480685700000322,0.06609979329250606,0.12249443207126949,,,
als,5,0.5,0,64.0,0.001,10.0,0.234375,0.23331680000046617,0.06689802233243422,0.13808463251670378,,,
als,5,0.5,1,64.0,0.001,10.0,0.234375,0.23369560000355705,0.060074050555050246,0.12026726057906459,,,
als,15,0.5,0,64.0,0.001,10.0,0.703125,0.7051954999988084,0.07105836865651062,0.15367483296213807,,,
als,15,0.5,1,64.0,0.001,10.0,0.71875,0.7108454000008351,0.06183506982194115,0.133630289532294,,,
als,30,0.5,0,64.0,0.001,10.0,1.375,1.3820799000022816,0.06808072499410332,0.14699331848552338,,,
als,30,0.5,1,64.0,0.001,10.0,1.40625,1.396154399997613,0.06283209162726937,0.13140311804008908,,,
als,5,1.0,0,64.0,0.001,10.0,0.234375,0.24539050000021234,0.08068719218048045,0.16926503340757237,,,
als,5,1.0,1,64.0,0.001,10.0,0.234375,0.23140280000006896,0.0874434291749975,0.1759465478841871,,,
als,15,1.0,0,64.0,0.001,10.0,0.703125,0.7094510000024457,0.08336217033132876,0.1759465478841871,,,
als,15,1.0,1,64.0,0.001,10.0,0.734375,0.7340188999987731,0.08099898047587942,0.15812917594654788,,,
als,30,1.0,0,64.0,0.001,10.0,1.609375,1.6134947999998985,0.0861607703034718,0.1759465478841871,,,
als,30,1.0,1,64.0,0.001,10.0,1.5,1.495194499999343,0.07894499514884681,0.1492204899777283,,,
als,5,0.25,0,64.0,0.001,40.0,0.234375,0.2383882000031008,0.05698929196137707,0.11581291759465479,,,
als,5,0.25,1,64.0,0.001,40.0,0.25,0.2457821000025433,0.05140231464028512,0.10022271714922049,,,
als,15,0.25,0,64.0,0.001,40.0,0.75,0.7697131999993871,0.05857410153361078,0.10467706013363029,,,
als,15,0.25,1,64.0,0.001,40.0,0.734375,0.75828520000141,0.06174665235835043,0.11581291759465479,,,
als,30,0.25,0,64.0,0.001,40.0,1.515625,1.5406810999993468,0.06659485560443988,0.1291759465478842,,,
als,30,0.25,1,64.0,0.001,40.0,1.59375,1.6152012999991712,0.06595161266565774,0.12026726057906459,,,
als,5,0.5,0,64.0,0.001,40.0,0.25,0.2551041999977315,0.06849644486931596,0.1403118040089087,,,
als,5,0.5,1,64.0,0.001,40.0,0.234375,0.23027139999976498,0.058489920348006604,0.12249443207126949,,,
als,15,0.5,0,64.0,0.001,40.0,0.6875,0.7009982999989006,0.06694215699790128,0.14253897550111358,,,
als,15,0.5,1,64.0,0.001,40.0,0.703125,0.7120927999967535,0.06390458657803304,0.1403118040089087,,,
als,30,0.5,0,64.0,0.001,40.0,1.421875,1.4282916000011028,0.06734752268942255,0.14253897550111358,,,
als,30,0.5,1,64.0,0.001,40.0,1.40625,1.4074115000003076,0.06622412434661802,0.14699331848552338,,,
als,5,1.0,0,64.0,0.001,40.0,0.25,0.24555619999955525,0.07423244126967744,0.1492204899777283,,,
als,5,1.0,1,64.0,0.001,40.0,0.25,0.24165829999765265,0.08916197470835982,0.16703786191536749,,,
als,15,1.0,0,64.0,0.001,40.0,0.71875,0.7197821999980079,0.08478220604720753,0.1759465478841871,,,
als,15,1.0,1,64.0,0.001,40.0,0.703125,0.7277416000033554,0.08759192756239376,0.17371937639198218,,,
als,30,1.0,0,64.0,0.001,40.0,1.421875,1.4352500999993936,0.08692565916084208,0.16926503340757237,,,
als,30,1.0,1,64.0,0.001,40.0,1.640625,1.669935499998246,0.08460463862823828,0.16258351893095768,,,
als,5,0.25,0,64.0,0.01,1.0,0.28125,0.3160891999978048,0.0414152312546802,0.08240534521158129,,,
als,5,0.25,1,64.0,0.01,1.0,0.25,0.24984350000158884,0.04810586344239351,0.10467706013363029,,,
als,15,0.25,0,64.0,0.01,1.0,0.703125,0.7083886000000348,0.043868966240975825,0.08908685968819599,,,
als,15,0.25,1,64.0,0.01,1.0,0.703125,0.7086056999978609,0.04859561228702029,0.09799554565701558,,,
als,30,0.25,0,64.0,0.01,1.0,1.421875,1.4283419999992475,0.0440434912218624,0.08685968819599109,,,
als,30,0.25,1,64.0,0.01,1.0,1.46875,1.4660422000015387,0.04803729472900999,0.09799554565701558,,,
als,5,0.5,0,64.0,0.01,1.0,0.21875,0.2271815999993123,0.055222424874973995,0.11804008908685969,,,
als,5,0.5,1,64.0,0.01,1.0,0.234375,0.24171410000053584,0.044617917378964936,0.09131403118040089,,,
als,15,0.5,0,64.0,0.01,1.0,0.734375,0.7327498000013293,0.051164336614980266,0.1091314031180401,,,
als,15,0.5,1,64.0,0.01,1.0,0.703125,0.7234817999997176,0.049561142838457826,0.10467706013363029,,,
als,30,0.5,0,64.0,0.01,1.0,1.4375,1.4701539000016055,0.052088249992276466,0.11581291759465479,,,
als,30,0.5,1,64.0,0.01,1.0,1.21875,1.221687799999927,0.04996218865769331,0.10467706013363029,,,
als,5,1.0,0,64.0,0.01,1.0,0.21875,0.2232088000018848,0.06941082542985107,0.1492204899777283,,,
als,5,1.0,1,64.0,0.01,1.0,0.21875,0.21420620000208146,0.07302459478294332,0.14253897550111358,,,
als,15,1.0,0,64.0,0.01,1.0,0.625,0.6278894000024593,0.06763295941406107,0.14253897550111358,,,
als,15,1.0,1,64.0,0.01,1.0,0.640625,0.6273828000012145,0.07367595633801292,0.14699331848552338,,,
als,30,1.0,0,64.0,0.01,1.0,1.28125,1.2726619999994,0.07000040125582875,0.14699331848552338,,,
als,30,1.0,1,64.0,0.01,1.0,1.25,1.2482329999984358,0.06940705819691637,0.13808463251670378,,,
als,5,0.25,0,64.0,0.01,10.0,0.21875,0.21700090000013006,0.05218229357462523,0.1091314031180401,,,
als,5,0.25,1,64.0,0.01,10.0,0.25,0.2683361999988847,0.04853355224590612,0.09799554565701558,,,
als,15,0.25,0,64.0,0.01,10.0,0.796875,0.7991786999991746,0.05906763186607299,0.11581291759465479,,,
als,15,0.25,1,64.0,0.01,10.0,0.78125,0.768767100002151,0.06334920250565228,0.12026726057906459,,,
als,30,0.25,0,64.0,0.01,10.0,1.5,1.503525800002535,0.06623171405187793,0.1291759465478842,,,
als,30,0.25,1,64.0,0.01,10.0,1.578125,1.5830184999977064,0.06176255955309322,0.12026726057906459,,,
als,5,0.5,0,64.0,0.01,10.0,0.25,0.2548501999990549,0.06632454861825929,0.1403118040089087,,,
als,5,0.5,1,64.0,0.01,10.0,0.25,0.24602650000088033,0.05597101858587576,0.111358574610245,,,
als,15,0.5,0,64.0,0.01,10.0,0.765625,0.7692091999997501,0.06991500792097835,0.1514476614699332,,,
als,15,0.5,1,64.0,0.01,10.0,1.03125,1.0991721999998845,0.059171421835207655,0.12472160356347439,,,
als,30,0.5,0,64.0,0.01,10.0,1.8125,1.8458471999983885,0.06913360159205628,0.1514476614699332,,,
als,30,0.5,1,64.0,0.01,10.0,1.703125,1.7062425000003714,0.061181958865401315,0.1291759465478842,,,
als,5,1.0,0,64.0,0.01,10.0,0.25,0.2558030999971379,0.07480275233429212,0.15367483296213807,,,
als,5,1.0,1,64.0,0.01,10.0,0.25,0.2589580999992904,0.07791392843987494,0.155902004454343,,,
als,15,1.0,0,64.0,0.01,10.0,0.765625,0.7628302999983134,0.08156493813931881,0.16703786191536749,,,
als,15,1.0,1,64.0,0.01,10.0,0.75,0.7399306999977853,0.07863712630996732,0.15812917594654788,,,
als,30,1.0,0,64.0,0.01,10.0,1.609375,1.6056683999995585,0.08404076045702719,0.17371937639198218,,,
als,30,1.0,1,64.0,0.01,10.0,1.578125,1.6031928000011249,0.0798454758362436,0.15367483296213807,,,
als,5,0.25,0,64.0,0.01,40.0,0.328125,0.3263833999990311,0.049917521564543176,0.10244988864142539,,,
als,5,0.25,1,64.0,0.01,40.0,0.28125,0.28964750000159256,0.05027471365028699,0.10244988864142539,,,
als,15,0.25,0,64.0,0.01,40.0,0.875,0.889672099998279,0.05764966427234809,0.11581291759465479,,,
als,15,0.25,1,64.0,0.01,40.0,0.96875,1.0344619999996212,0.059384402863962876,0.11581291759465479,,,
als,30,0.25,0,64.0,0.01,40.0,1.609375,1.614733200000046,0.06653140680636191,0.1291759465478842,,,
als,30,0.25,1,64.0,0.01,40.0,1.8125,1.8226114999997662,0.06719130281306623,0.12694877505567928,,,
als,5,0.5,0,64.0,0.01,40.0,0.265625,0.2615427999990061,0.06431795905154795,0.133630289532294,,,
als,5,0.5,1,64.0,0.01,40.0,0.265625,0.2685170000004291,0.05299173786575949,0.10467706013363029,,,
als,15,0.5,0,64.0,0.01,40.0,0.75,0.7597085000015795,0.06313605801003924,0.1358574610244989,,,
als,15,0.5,1,64.0,0.01,40.0,0.84375,0.8399312000001373,0.060151185937384305,0.1291759465478842,,,
als,30,0.5,0,64.0,0.01,40.0,1.59375,1.6527081999993243,0.0678867192557784,0.14699331848552338,,,
als,30,0.5,1,64.0,0.01,40.0,1.4375,1.455991200000426,0.061581174502091066,0.133630289532294,,,
als,5,1.0,0,64.0,0.01,40.0,0.25,0.2463069000004907,0.0723224057378117,0.1447661469933185,,,
als,5,1.0,1,64.0,0.01,40.0,0.265625,0.26529260000097565,0.08061895951923771,0.1492204899777283,,,
als,15,1.0,0,64.0,0.01,40.0,0.75,0.7496327000008023,0.08052463760956009,0.16481069042316257,,,
als,15,1.0,1,64.0,0.01,40.0,0.71875,0.7208157999994,0.07837326558562364,0.15812917594654788,,,
als,30,1.0,0,64.0,0.01,40.0,1.515625,1.517198699999426,0.08081216372864429,0.1603563474387528,,,
als,30,1.0,1,64.0,0.01,40.0,1.578125,1.5782717000001867,0.08037292027983724,0.1603563474387528,,,
als,5,0.25,0,64.0,0.1,1.0,0.265625,0.2638005000007979,0.041595284384070196,0.08240534521158129,,,
als,5,0.25,1,64.0,0.1,1.0,0.28125,0.2906947000010405,0.05005066808961921,0.1091314031180401,,,
als,15,0.25,0,64.0,0.1,1.0,0.9375,0.9933760000021721,0.045670253079881935,0.09131403118040089,,,
als,15,0.25,1,64.0,0.1,1.0,0.828125,0.8265563999993901,0.050012031472579384,0.10022271714922049,,,
als,30,0.25,0,64.0,0.1,1.0,1.859375,1.9432469999992463,0.048040300011140756,0.0957683741648107,,,
als,30,0.25,1,64.0,0.1,1.0,1.828125,1.8623219000000972,0.04872977091673343,0.0957683741648107,,,
als,5,0.5,0,64.0,0.1,1.0,0.25,0.2472659000013664,0.057251464096104494,0.11804008908685969,,,
als,5,0.5,1,64.0,0.1,1.0,0.234375,0.22588489999907324,0.04550166764179005,0.0935412026726058,,,
als,15,0.5,0,64.0,0.1,1.0,0.859375,0.8585554999990563,0.050878894778796056,0.1091314031180401,,,
als,15,0.5,1,64.0,0.1,1.0,0.96875,0.963836300001276,0.05092463693241807,0.1091314031180401,,,
als,30,0.5,0,64.0,0.1,1.0,2.0625,2.0674164999982168,0.05180136663152105,0.11358574610244988,,,
als,30,0.5,1,64.0,0.1,1.0,1.609375,1.6306874000001699,0.05216579981564553,0.111358574610245,,,
als,5,1.0,0,64.0,0.1,1.0,0.21875,0.22834210000291932,0.07019851251594592,0.1514476614699332,,,
als,5,1.0,1,64.0,0.1,1.0,0.28125,0.2809238000008918,0.07590694551468838,0.1492204899777283,,,
als,15,1.0,0,64.0,0.1,1.0,0.71875,0.7290126999978384,0.06854724546607305,0.14253897550111358,,,
als,15,1.0,1,64.0,0.1,1.0,0.734375,0.73431349999737,0.07357419190596577,0.14699331848552338,,,
als,30,1.0,0,64.0,0.1,1.0,1.453125,1.4580058999999892,0.06977724259724671,0.14699331848552338,,,
als,30,1.0,1,64.0,0.1,1.0,1.4375,1.4448421000015514,0.06938321421132389,0.1403118040089087,,,
als,5,0.25,0,64.0,0.1,10.0,0.234375,0.23866540000017267,0.05183432942163417,0.1091314031180401,,,
als,5,0.25,1,64.0,0.1,10.0,0.234375,0.23241390000112006,0.04853754652304558,0.09799554565701558,,,
als,15,0.25,0,64.0,0.1,10.0,0.671875,0.6842156999991857,0.05888061831450097,0.11804008908685969,,,
als,15,0.25,1,64.0,0.1,10.0,0.671875,0.6915001000015764,0.06312351454833212,0.12249443207126949,,,
als,30,0.25,0,64.0,0.1,10.0,1.40625,1.4163311999982398,0.06797788652540186,0.133630289532294,,,
als,30,0.25,1,64.0,0.1,10.0,1.40625,1.4002583000001323,0.06215834464281639,0.12026726057906459,,,
als,5,0.5,0,64.0,0.1,10.0,0.234375,0.22543489999952726,0.06584118583357096,0.1358574610244989,,,
als,5,0.5,1,64.0,0.1,10.0,0.21875,0.22847539999929722,0.055505372706292314,0.10690423162583519,,,
als,15,0.5,0,64.0,0.1,10.0,0.6875,0.694437400001334,0.06878364184202634,0.1492204899777283,,,
als,15,0.5,1,64.0,0.1,10.0,0.734375,0.7273473999994167,0.05754322009712774,0.12249443207126949,,,
als,30,0.5,0,64.0,0.1,10.0,1.46875,1.4803105999999389,0.06938453599963268,0.15367483296213807,,,
als,30,0.5,1,64.0,0.1,10.0,1.5,1.5270342999974673,0.06098518963983285,0.1291759465478842,,,
als,5,1.0,0,64.0,0.1,10.0,0.25,0.24653609999950277,0.07389519378715587,0.1514476614699332,,,
als,5,1.0,1,64.0,0.1,10.0,0.234375,0.2454202000008081,0.07745262705061311,0.15367483296213807,,,
als,15,1.0,0,64.0,0.1,10.0,0.84375,0.8419472999994468,0.08176755412284852,0.1714922048997773,,,
als,15,1.0,1,64.0,0.1,10.0,0.796875,0.8092928000005486,0.081252297514525,0.16258351893095768,,,
als,30,1.0,0,64.0,0.1,10.0,1.515625,1.5189798999999766,0.0820984191823229,0.1714922048997773,,,
als,30,1.0,1,64.0,0.1,10.0,1.515625,1.5256324000001769,0.07796156302275926,0.1492204899777283,,,
als,5,0.25,0,64.0,0.1,40.0,0.265625,0.2596689000019978,0.04575141039655873,0.0935412026726058,,,
als,5,0.25,1,64.0,0.1,40.0,0.25,0.2509457999985898,0.04484245344125876,0.08908685968819599,,,
als,15,0.25,0,64.0,0.1,40.0,0.8125,0.8182517999994161,0.057394929318229745,0.12026726057906459,,,
als,15,0.25,1,64.0,0.1,40.0,0.890625,0.9245540000010806,0.05841351593144724,0.12026726057906459,,,
als,30,0.25,0,64.0,0.1,40.0,1.328125,1.3216347999987192,0.0674536398495141,0.1291759465478842,,,
als,30,0.25,1,64.0,0.1,40.0,1.21875,1.2205082000000402,0.06393424239696965,0.12694877505567928,,,
als,5,0.5,0,64.0,0.1,40.0,0.1875,0.1968425999984902,0.06392189789688293,0.1403118040089087,,,
als,5,0.5,1,64.0,0.1,40.0,0.203125,0.20367569999871193,0.049531093144529165,0.0957683741648107,,,
als,15,0.5,0,64.0,0.1,40.0,0.59375,0.5978882999988855,0.06328494480613861,0.133630289532294,,,
als,15,0.5,1,64.0,0.1,40.0,0.609375,0.6021760999974504,0.05817254187067177,0.12249443207126949,,,
als,30,0.5,0,64.0,0.1,40.0,1.1875,1.1972055999976874,0.06623970790771129,0.13808463251670378,,,
als,30,0.5,1,64.0,0.1,40.0,1.203125,1.2069507999985944,0.06061218061953098,0.1291759465478842,,,
als,5,1.0,0,64.0,0.1,40.0,0.203125,0.20316150000144262,0.07014325018413556,0.1447661469933185,,,
als,5,1.0,1,64.0,0.1,40.0,0.203125,0.2046412000017881,0.07402255562520826,0.1403118040089087,,,
als,15,1.0,0,64.0,0.1,40.0,0.609375,0.6123289999995905,0.08126937818209153,0.16481069042316257,,,
